Dive Site ID,Lat,Lng,Temp(F),Wind Speed(mph),Record #
16386,42.156208,-70.560608,44.82,16.11,2028
16386,42.1551,-70.562811,44.82,16.11,2029
16386,42.268156,-70.516144,44.37,11.01,2041
22299,42.271767,-70.60614699999999,44.65,16.11,2043
22878,42.308431,-70.9231,42.15,20.8,2046
22878,42.320931,-70.883656,42.78,20.8,2051
22878,42.322041999999996,-70.921433,42.13,20.8,2052
16771,42.326764000000004,-70.669483,44.26,11.01,2053
22878,42.333431,-70.899489,42.1,20.8,2055
22878,42.334264000000005,-70.948103,41.77,20.8,2056
22878,42.334542,-70.945325,41.77,20.8,2057
22878,42.336764,-70.959214,41.54,20.8,2060
22878,42.337319,-70.976853,41.4,20.8,2061
16771,42.338431,-70.682817,44.26,11.99,2062
16771,42.338431,-70.682817,44.26,11.99,2063
16771,42.340097,-70.67920600000001,44.26,11.99,2064
16386,42.341764000000005,-70.349478,46.35,21.92,2065
16771,42.344264,-70.67809399999999,44.26,11.99,2066
16771,42.345096999999996,-70.677817,44.26,11.99,2067
22878,42.347597,-70.93615799999999,41.63,20.8,2068
16771,42.348986,-70.684206,44.26,11.99,2069
16771,42.350097,-70.713375,44.26,11.99,2070
22878,42.350097,-70.934214,41.63,20.8,2071
16771,42.351764,-70.703653,44.26,11.99,2072
16771,42.352875,-70.716153,44.01,11.99,2073
16771,42.357042,-70.699486,44.26,11.99,2074
16771,42.357042,-70.703653,44.26,11.99,2075
16771,42.359819,-70.65920600000001,44.35,11.99,2076
16771,42.362596999999994,-70.65087199999999,44.35,11.99,2077
16771,42.362596999999994,-70.67309399999999,44.35,11.99,2078
16771,42.363986,-70.662817,44.35,11.99,2079
16771,42.363986,-70.662817,44.35,11.99,2080
22878,42.366486,-70.91004699999999,41.74,20.8,2081
16771,42.366764,-70.738375,43.41,11.99,2083
22878,42.366764,-70.823656,42.69,20.8,2084
16771,42.368431,-70.71781899999999,43.66,11.99,2086
22878,42.368153,-70.91476899999999,41.74,20.8,2087
16771,42.368431,-70.619483,44.26,11.01,2088
22878,42.368431,-70.91449200000001,41.74,20.8,2090
22878,42.369541999999996,-70.918936,41.74,20.8,2092
16771,42.373431,-70.647817,43.81,5.01,2095
16771,42.373431,-70.722819,43.66,11.99,2096
22878,42.373708,-70.888378,41.81,20.8,2098
16771,42.373986,-70.722542,43.66,11.99,2099
22878,42.374264000000004,-70.901433,41.83,20.8,2101
16771,42.379264,-70.656428,43.81,11.99,2102
16771,42.380097,-70.65781700000001,43.81,11.99,2103
22878,42.383431,-70.89949200000001,41.81,20.8,2105
22878,42.383431,-70.916158,41.7,20.8,2106
22878,42.383431,-70.916158,41.7,20.8,2107
16771,42.388708,-70.591983,43.99,5.01,2111
22878,42.389592,-70.918486,41.7,20.8,2112
22878,42.389592,-70.918486,41.7,20.8,2113
16771,42.391764,-70.67309399999999,43.43,11.99,2114
22878,42.391464,-70.88831400000001,41.81,20.8,2115
16771,42.393431,-70.654483,43.81,11.99,2116
22878,42.395192,-70.862267,41.92,20.8,2117
16771,42.400096999999995,-70.59948299999999,43.27,5.01,2119
16771,42.407319,-70.64948299999999,42.84,11.99,2121
16771,42.408431,-70.65087199999999,42.84,11.99,2122
21163,42.418153000000004,-70.856433,41.67,20.8,2124
16771,42.434542,-70.62531700000001,43.0,32.01,2125
16771,42.440096999999994,-70.670597,42.58,5.99,2126
21164,42.458428000000005,-70.906631,41.56,20.8,2127
16771,42.461483,-70.76615600000001,41.9,10.29,2128
22512,42.461764,-70.579483,43.99,32.01,2129
16771,42.476760999999996,-70.722819,42.15,10.29,2131
21142,42.500097,-70.416147,43.99,32.01,2133
22512,42.500094,-70.699486,42.69,5.99,2134
23826,42.500094,-70.79948900000001,41.92,10.29,2135
23826,42.545817,-70.797489,42.21,10.29,2136
21140,42.550096999999994,-70.249478,43.66,32.01,2138
16568,42.665094,-70.47115,43.9,32.01,2142
16568,42.673706,-70.571431,43.9,32.01,2143
16568,42.676761,-70.584486,43.92,15.99,2144
16568,42.691761,-70.32281400000001,44.33,32.01,2145
21149,42.806758,-70.607822,43.86,32.75,2150
21162,42.935922,-70.736161,38.7,9.17,2172
24439,42.950092,-70.499489,39.02,9.17,2173
24439,42.950092,-70.512822,38.98,3.0,2174
23178,42.950922,-70.674492,38.61,9.17,2175
24440,43.008421999999996,-70.599492,39.02,9.17,2178
16999,43.016760999999995,-69.61614399999999,45.41,33.15,2179
22857,43.103139,-70.451278,39.43,9.17,2190
16897,43.118144,-70.295322,38.66,1.99,2191
17387,43.241753,-70.457828,38.21,17.22,2197
17295,43.408421999999995,-68.816136,45.97,30.6,2219
16474,43.464808000000005,-69.315872,40.33,31.41,2224
16474,43.500085999999996,-69.082814,40.03,31.32,2225
21137,43.500085999999996,-70.099489,38.68,8.99,2226
22858,43.503417,-70.306158,37.76,14.99,2227
21138,43.555083,-70.21615600000001,38.16,14.99,2229
22633,43.6001,-65.999369,51.39,5.82,2231
22856,43.614806,-69.989489,38.66,5.01,2232
22856,43.615083,-69.989489,38.66,5.01,2233
23928,43.707025,-70.136992,38.23,14.99,2240
22633,43.714294,-66.274111,51.39,5.82,2241
22856,43.72925,-69.624489,40.19,4.0,2242
18732,43.900103,-64.26598299999999,50.38,4.7,2252
18732,43.916769,-64.36598599999999,50.52,4.7,2253
22633,43.966758,-66.182711,50.74,5.82,2255
19284,44.000103,-63.999308,50.36,5.82,2258
22417,40.48225,-73.577278,39.65,8.99,15209
19284,44.133417,-63.94930600000001,50.68,5.82,2265
18373,44.250103,-63.415960999999996,50.0,9.17,2268
18373,44.283433,-63.382628000000004,50.0,9.17,2269
18373,44.322325,-63.149286,50.0,9.17,2273
18373,44.333433,-63.440964,50.0,9.17,2274
18373,44.3501,-63.499297,50.34,9.17,2275
18547,44.407319,-63.589025,50.32,9.17,2276
18373,44.416767,-63.415964,50.0,9.17,2277
18445,44.438983,-64.14515300000001,50.52,5.82,2279
18373,44.447319,-63.418742,50.0,9.17,2280
18373,44.450097,-63.43263100000001,50.0,9.17,2281
18547,44.450097,-63.665972,50.32,9.17,2282
18373,44.458492,-63.457632999999994,50.0,9.17,2283
18373,44.466767,-63.16595600000001,50.0,9.17,2284
18373,44.466764000000005,-63.549303,50.29,9.17,2285
18373,44.483433000000005,-63.182625,50.0,9.17,2286
18373,44.483431,-63.532636,50.29,9.17,2287
18373,44.533333,-63.082622,50.67,1.01,2290
18373,44.541764,-63.390964000000004,50.23,9.17,2291
18671,44.566764,-63.482636,50.23,9.17,2292
22632,44.583428000000005,-63.465967000000006,50.38,9.17,2294
22632,44.583428000000005,-63.465967000000006,50.38,9.17,2295
22632,44.599539,-63.536803000000006,50.36,9.17,2296
18822,44.60565,-63.541803,50.47,9.17,2297
22947,44.618411,-67.23776099999999,39.99,3.0,2298
18659,44.618983,-63.554582999999994,50.47,9.17,2299
18659,44.623428000000004,-63.555972,50.67,9.17,2301
18659,44.62565,-63.555139000000004,50.67,9.17,2302
18659,44.626205999999996,-63.53625,50.49,9.17,2303
22632,44.633428,-63.415967,50.41,9.17,2304
18659,44.633706,-63.529861,50.49,9.17,2305
18659,44.648706,-63.55819399999999,50.68,9.17,2306
18659,44.663428,-63.560139,50.7,9.17,2307
18659,44.66565,-63.582917,50.72,9.17,2308
18659,44.675094,-63.607642000000006,50.85,9.17,2315
18659,44.675094,-63.607642000000006,50.85,9.17,2316
18659,44.676483000000005,-63.615142000000006,50.85,9.17,2318
16771,42.348003000000006,-70.68314699999999,44.26,11.99,14069
16771,42.433178000000005,-70.57873599999999,44.01,32.01,14072
23036,41.829972,-70.143028,49.01,11.99,14109
21163,42.380439,-70.995228,41.38,20.8,12437
21163,42.380922,-71.005625,41.36,20.8,12438
21163,42.368972,-71.05305600000001,41.07,20.8,12439
21163,42.37075,-71.051361,41.07,20.8,12440
21163,42.373894,-71.01145799999999,41.22,20.8,12441
22878,42.34175,-71.03125,41.22,20.8,12442
22878,42.330583000000004,-71.002639,41.31,20.8,12448
21162,42.916758,-70.749494,38.7,9.17,12455
22297,41.779925,-70.475625,45.81,20.8,13626
21142,42.517241999999996,-70.434753,43.68,32.01,14141
21153,42.607389000000005,-70.670111,43.2,11.01,13675
22878,42.388591999999996,-70.90975,41.7,20.8,12530
22878,42.394991999999995,-70.884517,41.85,20.8,12532
21164,42.381639,-71.047556,41.05,20.8,12557
22706,43.650083,-70.246158,37.72,14.99,13060
21142,42.516667,-70.435,43.68,32.01,13244
21142,42.510278,-70.380278,43.66,32.01,13245
16771,42.412436,-70.812678,42.01,20.8,13326
16771,42.369911,-70.765922,43.0,20.8,13327
21163,42.435944,-70.842517,41.74,20.8,13328
16771,42.391236,-70.738561,43.02,11.99,13329
23036,42.008435999999996,-70.18946899999999,47.17,21.92,13843
23036,42.033436,-70.171136,47.17,21.92,13844
23036,42.051769,-70.151136,47.03,21.92,13845
23036,42.039611,-70.185333,47.03,21.92,13846
23036,42.048056,-70.179333,47.03,21.92,13848
16386,42.050833000000004,-70.181667,47.03,21.92,13849
21153,42.585353000000005,-70.67503599999999,43.12,10.29,13867
22297,41.789883,-70.514033,45.81,20.8,13869
21140,42.500064,-70.26815,43.66,8.01,14003
21163,42.362056,-71.029528,41.16,20.8,14033
21163,42.363278,-71.03783299999999,41.13,20.8,14035
22878,42.341944,-71.036528,41.22,20.8,10200
22878,42.342319,-71.03699399999999,41.22,20.8,10201
22878,42.352153,-71.038578,41.18,20.8,10203
22878,42.360539,-71.030711,41.16,20.8,10207
21163,42.362194,-71.03025,41.16,20.8,10208
21164,42.381,-71.055667,41.05,20.8,10212
21164,42.381721999999996,-71.048639,41.05,20.8,10213
21163,42.373333,-71.044028,41.09,20.8,10215
21163,42.374860999999996,-71.042361,41.09,20.8,10216
21164,42.376806,-71.04333299999999,41.05,20.8,10217
21164,42.390972,-71.071889,40.95,20.8,10218
21164,42.393722,-71.075417,40.91,20.8,10219
21164,42.394028000000006,-71.075722,40.91,20.8,10220
21164,42.384083000000004,-71.040139,41.05,20.8,10221
21164,42.384444,-71.040389,41.05,20.8,10222
21164,42.384389,-71.039583,41.05,20.8,10223
21164,42.384333000000005,-71.038833,41.05,20.8,10224
21164,42.384555999999996,-71.039028,41.05,20.8,10225
21164,42.385,-71.037611,41.05,20.8,10226
21164,42.383389,-71.032611,41.05,20.8,10228
21164,42.383666999999996,-71.032556,41.05,20.8,10229
21164,42.383889,-71.031222,41.05,20.8,10230
21164,42.382971999999995,-71.02855600000001,41.05,20.8,10231
21164,42.383444,-71.028611,41.05,20.8,10232
21164,42.385111,-71.030611,41.13,20.8,10233
21164,42.385417,-71.032111,41.13,20.8,10234
21164,42.385611,-71.031806,41.13,20.8,10235
21164,42.394222,-71.01561099999999,41.13,20.8,10238
21163,42.381033,-70.995544,41.38,20.8,10244
22878,42.24885,-70.97254699999999,42.46,20.8,10331
22878,42.256322,-70.980714,42.04,20.8,10332
22878,42.256489,-70.980047,42.04,20.8,10333
22878,42.256489,-70.97949200000001,42.04,20.8,10334
22299,42.252860999999996,-70.926992,42.66,20.8,10336
22299,42.254267,-70.925825,42.66,20.8,10337
22878,42.298989,-71.00282800000001,41.38,20.8,10338
22878,42.271667,-70.94833299999999,42.1,20.8,10339
22878,42.352083,-70.903917,41.86,20.8,10365
22878,42.3351,-70.89560300000001,42.08,20.8,10366
22878,42.336211,-70.89949200000001,42.08,20.8,10367
22878,42.337528000000006,-70.898028,42.08,20.8,10368
22878,42.340097,-70.89893599999999,42.08,20.8,10369
22878,42.342889,-70.895139,42.08,20.8,10370
22878,42.338710999999996,-70.88588100000001,42.1,20.8,10371
22878,42.352458,-70.892686,42.1,20.8,10372
22878,42.358431,-70.894492,41.85,20.8,10374
22878,42.369721999999996,-70.91166700000001,41.74,20.8,10377
22878,42.286278,-71.038167,41.18,20.8,10380
22878,42.285489,-71.03755,41.18,20.8,10381
22878,42.285767,-71.035606,41.18,20.8,10382
22878,42.287378000000004,-71.033828,41.18,20.8,10383
22878,42.297028000000005,-71.044028,41.22,20.8,10384
16386,42.1751,-70.176417,46.81,21.92,9292
22947,44.899853,-67.0045,38.71,1.12,10041
22878,42.298544,-70.935547,41.81,20.8,10342
22878,42.311583,-71.0175,41.27,20.8,10347
22878,42.315042,-71.01455,41.29,20.8,10348
22878,42.31525,-71.01352800000001,41.29,20.8,10349
22878,42.318611,-71.003139,41.29,20.8,10350
22878,42.300886,-70.968189,41.76,20.8,10351
22878,42.321764,-70.96865799999999,41.54,20.8,10353
22878,42.323,-70.988111,41.34,20.8,10354
22878,42.3235,-70.988333,41.34,20.8,10355
22878,42.302772,-70.918883,42.12,20.8,10358
22878,42.329878,-70.92626899999999,41.94,20.8,10360
22878,42.337596999999995,-70.906436,42.03,20.8,10361
22878,42.337596999999995,-70.904492,42.08,20.8,10362
22878,42.340097,-70.952825,41.58,20.8,10195
22878,42.329644,-71.002622,41.31,20.8,10196
22297,41.775106,-70.461969,46.36,20.8,7471
22878,42.322336,-70.864822,42.84,20.8,7838
23581,41.91245,-70.49278100000001,45.72,24.16,7842
23581,42.039358,-70.500439,45.61,16.11,7844
24439,42.862478,-70.623728,40.66,3.0,7853
16386,42.073433,-70.330028,46.8,21.92,7558
16386,42.1151,-70.13280300000001,46.85,21.92,7559
16386,42.350097,-70.33281099999999,46.81,21.92,7560
16771,42.383431,-70.566147,44.01,11.99,7564
16771,42.416764,-70.574483,44.02,3.0,7566
16771,42.428430999999996,-70.557817,43.36,32.01,7567
23826,42.479261,-70.752822,42.06,10.29,7568
22512,42.503428,-70.641153,43.57,3.0,7569
22512,42.504261,-70.65504200000001,43.0,11.01,7570
22512,42.555094,-70.609486,43.72,32.01,7571
21150,42.580094,-70.619486,43.74,32.01,7572
21142,42.616761,-70.559483,43.9,32.01,7573
21164,42.384417,-71.027056,41.05,20.8,14568
21164,42.381917,-71.048889,41.05,20.8,14569
21140,42.625094,-70.55448299999999,43.9,32.01,7574
22512,42.572389,-70.67031899999999,43.14,3.0,7320
16568,42.666761,-70.199478,44.01,18.99,7968
16568,42.666761,-70.199478,44.01,18.99,7978
22878,42.324861,-70.99194399999999,41.34,20.8,4685
21153,42.613344,-70.679489,43.16,10.29,4239
22878,42.360917,-71.030333,41.16,20.8,14570
22947,44.879611,-67.140056,39.0,3.0,14791
22947,44.904333,-67.011444,38.71,1.12,14794
22947,44.9025,-66.972778,38.71,1.12,14804
23029,41.288000000000004,-71.993528,42.03,12.75,15179
22857,43.116417,-70.450861,39.43,9.17,15148
16374,40.948694,-73.202167,39.02,20.0,15197
16374,40.932666999999995,-73.181028,39.02,13.0,15198
18185,35.168778,-120.74611100000001,36.52,4.7,54116
18185,35.161417,-120.75094399999999,37.8,4.7,54117
22418,40.343111,-73.869194,41.36,1.99,15213
24380,36.925139,-75.994528,52.36,25.28,15144
24380,36.926556,-75.995111,52.32,25.28,15145
24380,36.925360999999995,-75.99480600000001,52.36,25.28,15146
24380,36.830472,-75.93625,52.21,25.28,15147
16406,37.786944,-122.262194,49.15,5.82,54136
22064,40.725139,-72.774833,44.73,16.11,15212
22377,24.430472,-82.422528,78.8,3.36,15084
22377,24.703757999999997,-82.428167,78.8,3.36,10587
22517,24.627097,-82.709839,76.69,5.48,10588
22517,24.625431,-82.93817800000001,76.93,1.61,10589
22517,24.633761,-83.133178,76.93,0.78,10591
22376,24.551906,-81.732394,79.11,3.36,10593
23393,26.766389,-80.045833,79.3,6.93,11707
21250,26.793475,-80.00395300000001,80.01,1.99,11708
21254,26.761667,-80.020889,79.05,6.93,14835
21265,26.782556,-80.010806,79.21,6.93,14836
23087,23.150453,-82.349758,78.8,3.36,11427
22343,24.508814,-81.82851099999999,79.18,3.36,11718
22623,24.464047,-81.737706,79.18,3.36,11720
20677,24.45845,-81.805022,79.2,3.36,11721
22376,24.564683,-81.736081,79.11,3.36,11722
22376,24.56465,-81.736692,79.11,3.36,11723
21570,25.562935999999997,-81.735561,77.0,4.7,10505
22343,24.503942000000002,-81.832172,79.18,3.36,10509
22323,24.575814,-81.808481,79.14,3.36,10516
22323,24.565981,-81.809536,79.14,3.36,10519
22323,24.565617,-81.811536,79.14,3.36,10520
22323,24.565758,-81.81098100000001,79.14,3.36,10521
22323,24.567453,-81.812731,79.14,3.36,10522
22323,24.568758,-81.812092,79.14,3.36,10524
22323,24.578842,-81.800092,79.14,3.36,10527
22323,24.566944,-81.81277800000001,79.14,3.36,10539
22323,24.573611,-81.806667,79.14,3.36,10541
22323,24.578332999999997,-81.799722,79.14,3.36,10544
22323,24.5675,-81.813333,79.14,3.36,10545
22323,24.563917,-81.81636400000001,79.16,3.36,10546
22374,24.608333,-81.883333,79.2,3.36,10575
22374,24.545706,-81.995372,78.8,3.36,10576
22378,24.513761,-81.92265,78.8,3.36,10577
22343,24.585860999999998,-81.833139,79.16,3.36,10578
22376,24.557083,-81.737167,79.11,3.36,10579
22376,24.55,-81.725,79.12,3.36,10580
22376,24.554731,-81.736756,79.11,3.36,10581
22343,24.573332999999998,-81.845833,79.18,3.36,10582
20524,27.666975,-79.88308599999999,78.35,5.01,179
24256,27.785858,-82.449814,68.45,11.52,192
20564,28.153067,-80.010867,70.0,4.7,210
24188,28.1864,-80.32754399999999,68.68,4.7,215
24188,28.203064,-80.489769,69.21,4.7,216
20509,28.308616999999998,-80.333097,68.0,4.7,224
20564,28.391947,-80.041422,68.0,11.41,233
20564,28.391947,-80.041422,68.0,11.41,234
24188,28.397283,-80.535111,67.17,11.41,235
20509,28.583606,-80.31643100000001,66.34,11.41,252
20509,28.416944,-80.3831,68.34,11.41,301
24514,22.917111,-78.449556,77.0,3.36,2
22251,25.008333,-80.391667,75.52,1.74,4
22198,21.333753,-86.749675,78.33,3.36,7
23087,23.083786,-82.416422,78.8,3.36,10
23308,23.183778,-79.466303,77.09,5.14,13
23209,23.300444,-79.999675,77.61,8.03,15
23087,23.333783,-82.499772,78.8,3.36,16
23209,23.350444,-80.29969399999999,77.68,8.23,17
23248,23.77405,-80.463617,77.76,6.51,24
22622,24.083772,-81.666467,79.02,3.36,27
22381,24.217103,-82.049814,78.8,3.36,29
24459,24.300431,-81.133122,78.76,4.45,30
22381,24.367097,-81.916481,78.8,3.36,31
22381,24.420431,-82.039817,78.8,3.36,33
20570,24.433757999999997,-80.299758,75.0,4.34,34
22377,24.458764000000002,-82.164822,78.8,3.36,35
22377,24.458764000000002,-82.253158,78.8,3.36,36
22381,24.466261,-81.98648299999999,78.8,3.36,37
15784,24.500425,-81.483136,79.25,5.03,38
22517,24.500432999999997,-82.999842,77.18,0.22,39
22343,24.534869,-81.844814,79.18,3.36,43
22377,24.575425,-82.23315799999999,78.8,3.36,45
22296,24.5782,-81.408692,79.29,4.9,46
22517,24.617094,-82.583167,76.57,6.35,48
22517,24.625428,-82.880397,76.87,2.75,49
22377,24.633758,-82.166489,78.8,3.36,50
22374,24.640422,-82.10815600000001,78.8,3.36,52
22374,24.6407,-82.10815600000001,78.8,3.36,53
20601,24.667085999999998,-81.066458,77.4,4.52,55
22379,24.667085999999998,-81.799814,79.2,3.36,56
24255,24.683753,-81.083128,77.41,4.52,58
20447,24.700417,-80.866456,77.13,4.32,59
20608,24.783747,-80.699783,76.89,3.78,64
22379,24.935,-81.960278,79.2,3.36,66
22379,24.942078,-81.959542,79.2,3.36,67
22517,24.942083,-82.774842,76.33,3.42,68
22379,24.948744,-81.776481,79.23,4.52,69
20675,24.9504,-83.999844,76.15,12.06,70
22379,24.952078,-81.899819,79.21,3.36,72
22514,24.967072,-80.316439,77.47,1.88,73
22627,25.050403,-80.216436,78.91,2.01,75
22330,25.052069,-80.333108,77.58,1.81,76
23307,25.217060999999998,-79.128869,76.12,4.21,77
20663,25.233739,-82.449833,75.83,4.88,78
21410,25.342057999999998,-80.16476899999999,78.94,3.29,80
21404,25.367055999999998,-80.1331,78.94,3.53,81
20672,25.383722,-80.049764,78.93,4.18,82
21409,25.500386,-80.19976899999999,78.93,2.82,84
21327,25.550383,-79.933092,79.25,5.06,85
21327,25.583717,-80.033097,79.34,4.16,86
21382,25.583717,-80.083097,79.34,3.76,87
20686,25.654544,-79.316386,76.44,6.49,89
21316,25.703989,-80.010594,79.0,3.62,90
22758,25.717042000000003,-80.116433,79.29,3.38,91
20497,25.783707999999997,-80.049764,79.0,3.53,92
21362,25.810375,-80.08559699999999,79.32,3.6,93
21322,25.817042,-80.064764,79.3,3.62,94
20716,25.867039000000002,-79.333056,76.32,7.11,96
21582,25.867047,-82.333158,76.57,8.05,97
20716,25.900369,-79.26305,76.44,7.38,98
21581,25.937044,-82.103153,76.44,8.05,99
21594,25.947042,-82.874836,75.07,6.98,100
21594,25.947042,-82.874836,75.07,6.98,101
20738,25.980922,-79.102486,76.51,7.63,103
20738,25.9837,-79.183047,76.46,7.7,104
20489,26.000367,-79.99976099999999,78.1,5.82,105
20489,26.017032999999998,-80.033097,78.44,5.82,108
15938,26.067031,-79.74975,76.55,5.82,113
20613,26.150361,-79.866422,76.57,5.82,117
23283,26.167028,-79.633075,78.22,5.82,118
21569,26.167033,-81.849811,76.98,8.05,119
21347,26.205914,-80.084764,77.67,5.82,123
21580,26.347583,-82.116483,77.65,3.0,127
21580,26.347583,-82.130372,77.63,3.0,128
21288,26.452016999999998,-80.058375,79.43,9.17,130
24075,26.517014,-79.983094,79.41,8.05,132
20531,26.563681,-80.038094,79.47,8.05,133
23079,26.914225,-79.102492,77.0,5.82,143
20640,27.0045,-80.085875,78.96,8.01,147
20640,27.010333000000003,-80.044761,78.98,8.01,148
20640,27.018664,-80.079761,78.96,8.01,150
23079,27.033664,-79.174717,74.86,10.54,151
20640,27.050331,-80.066428,78.98,8.01,152
20640,27.069775,-80.06115,78.98,8.01,153
20588,27.150328000000002,-79.933092,78.04,5.82,156
20588,27.198658000000002,-80.1631,78.03,5.82,157
20588,27.341153000000002,-80.081153,78.04,5.82,162
20524,27.350319,-79.516403,79.0,1.99,163
20588,27.394485999999997,-80.05198299999999,78.04,5.82,166
20588,27.394485999999997,-80.05309399999999,78.04,5.82,167
20588,27.479758,-80.278658,78.4,10.29,170
20509,28.450278000000004,-80.133092,68.32,11.41,2404
22323,24.565133,-81.81015,79.14,3.36,12925
24188,28.419721999999997,-80.580556,67.19,11.41,13307
24188,28.411386,-80.583508,67.28,11.41,13308
22376,24.55,-81.725,79.12,3.36,13872
22382,24.55,-81.7,79.12,5.41,13873
22382,24.49,-81.677222,79.16,5.37,13875
21580,26.282031,-82.106483,77.67,3.0,3197
20679,26.888671999999996,-82.131478,76.48,6.93,3203
20679,26.882839,-82.060367,76.42,5.82,3205
20509,28.388058,-80.294208,68.34,4.7,2672
20555,24.76325,-82.01952800000001,79.2,3.36,2673
20548,27.097828000000003,-80.29476899999999,78.03,5.82,3268
20548,27.129771999999996,-80.267825,78.01,5.82,3269
20548,27.133939,-80.265047,78.01,5.82,3271
20548,27.190046999999996,-80.27060300000001,77.99,5.82,3279
21573,26.133703,-82.03315,76.06,8.05,2749
20629,26.600353000000002,-82.399819,77.45,6.93,2761
20663,25.483728,-82.449833,75.74,5.35,2763
24279,27.466983000000003,-82.708153,68.85,8.05,2768
20629,26.483689000000002,-82.733161,77.45,6.93,2777
21594,26.287861,-82.833167,77.0,3.0,2794
22374,24.603244,-81.88693599999999,78.8,3.36,3104
22296,24.547925,-81.406467,79.27,4.92,2546
22323,24.584489,-81.819156,79.16,3.36,3117
22323,24.592644,-81.799397,79.14,3.36,3119
22323,24.586833,-81.809686,79.14,3.36,3121
22323,24.586375,-81.808875,79.14,3.36,3122
22323,24.585061,-81.811575,79.14,3.36,3124
22323,24.582494,-81.811853,79.14,3.36,3126
22296,24.558756,-81.41646899999999,79.27,4.92,2547
20659,26.750342,-82.999833,68.83,9.17,2832
20588,27.391653,-80.061261,78.04,5.82,2847
20509,28.478610999999997,-80.366433,67.98,11.41,2851
22343,24.543144,-81.825875,79.16,3.36,2572
22323,24.550922,-81.81778299999999,79.16,3.36,2577
20588,27.383653000000002,-80.13309699999999,78.35,5.01,2855
20588,27.198658000000002,-80.1631,78.03,5.82,2856
20548,27.116994000000002,-80.116431,78.06,5.82,2857
20684,26.247025,-80.078097,79.79,5.82,2858
22334,25.200397,-80.218103,78.91,2.73,2859
20478,24.935408,-80.468111,76.96,1.99,2860
24179,24.918742,-80.518114,75.0,2.19,2861
23371,24.852078,-80.61645,75.0,3.0,2862
24186,24.817080999999998,-80.699783,76.8,3.42,2863
20623,25.560382999999998,-80.094767,79.34,3.76,2869
22379,24.657338,-81.898166,78.8,3.36,3163
22379,24.656603,-81.884247,79.21,3.36,2922
23249,25.590067,-80.16220799999999,79.25,3.15,8471
23249,25.587803,-80.16475799999999,79.25,3.15,8473
23249,25.579967,-80.292578,78.62,2.48,8474
22194,25.525856,-80.299161,78.44,2.26,8475
23249,25.530217,-80.2598,78.64,2.33,8476
23249,25.588006,-80.16543100000001,79.25,3.09,8478
24189,25.6465,-80.174072,79.14,3.13,8484
21409,25.507056,-80.258944,78.93,2.26,8494
20676,24.947075,-80.454778,76.96,1.92,8265
20682,24.75375,-80.816456,77.0,4.18,8266
22251,25.008739000000002,-80.39144399999999,75.52,1.74,8267
20607,24.883744,-80.574781,75.0,2.64,8268
22338,24.987072,-80.416444,77.31,1.74,8269
20599,24.670419,-80.963122,77.27,4.43,8271
22338,24.988739000000002,-80.415611,77.31,1.74,8272
20447,24.70875,-80.876456,77.14,4.29,8273
23371,24.848467000000003,-80.624783,75.0,3.0,8275
21399,25.443719,-80.121433,78.93,3.67,7416
21382,25.592047,-80.094767,79.34,3.65,7417
21399,25.443719,-80.11976700000001,78.93,3.67,7418
21385,25.675378,-80.1081,79.27,3.38,7419
22758,25.717667000000002,-80.199389,79.16,3.27,7421
21409,25.433722,-80.249772,78.93,2.44,7422
22194,25.518717000000002,-80.306442,78.44,2.19,7424
21357,25.710932999999997,-80.080875,79.0,3.44,7425
24189,25.667047,-80.233103,79.12,2.98,7426
21401,25.425389000000003,-80.124767,78.94,3.65,7429
21402,25.412056,-80.1281,78.94,3.56,7430
20447,24.69,-80.856667,77.13,4.32,8349
22323,24.568633,-81.808881,79.14,3.36,4595
22323,24.568825,-81.81375600000001,79.14,3.36,4596
22323,24.570556,-81.808642,79.14,3.36,4597
23310,24.950408,-81.499808,79.25,4.29,3719
20447,24.70125,-80.866456,77.13,4.32,4473
20447,24.70875,-80.87812199999999,77.14,4.29,4474
24189,25.646139,-80.174722,79.14,3.13,4478
24189,25.6459,-80.174544,79.14,3.13,4479
24189,25.646669,-80.178997,79.12,3.11,4480
24189,25.646925,-80.17750799999999,79.12,3.11,4481
24189,25.647357999999997,-80.162864,79.2,3.18,4482
24189,25.654435999999997,-80.177578,79.12,3.11,4483
24189,25.654675,-80.16418900000001,79.2,3.18,4484
24189,25.654833,-80.164,79.2,3.18,4485
24189,25.685947,-80.180239,79.12,3.2,4486
24189,25.686394,-80.180256,79.12,3.2,4487
20580,25.727110999999997,-80.134525,79.27,3.38,4489
20509,28.495222,-80.54136700000001,66.54,11.41,53438
24188,28.308040999999996,-80.456999,68.0,4.7,14406
24188,28.310022999999997,-80.457223,68.0,4.7,14407
24188,28.305691999999997,-80.45809799999999,68.0,4.7,14404
20555,24.775194,-82.141361,79.03,3.36,14762
20555,24.708361,-81.956778,79.21,3.36,14763
20555,24.833222,-82.049139,79.16,3.36,14765
20555,24.790083,-82.050861,79.16,3.36,14769
22379,24.940082999999998,-81.951583,79.2,3.36,14770
22379,24.952028,-81.954472,79.2,3.36,14771
22379,24.683417000000002,-81.878889,79.21,3.36,14988
20634,25.769667000000002,-80.188,79.23,3.47,15171
21403,25.764917,-80.15033299999999,79.32,3.44,15172
23978,46.466008,-86.645711,29.7,10.29,8417
16939,46.600831,-90.878025,30.49,6.93,6925
